image_id,label,variety,age,is_augmented,source_img
101198.jpg,bacterial_leaf_blight,ADT45,55,False,
101406.jpg,bacterial_leaf_blight,ADT45,55,False,
101420.jpg,bacterial_leaf_blight,ADT45,55,False,
101469.jpg,bacterial_leaf_blight,ADT45,55,False,
101485.jpg,bacterial_leaf_blight,ADT45,55,False,
101516.jpg,bacterial_leaf_blight,ADT45,55,False,
101658.jpg,bacterial_leaf_blight,ADT45,55,False,
101702.jpg,bacterial_leaf_blight,ADT45,55,False,
101767.jpg,bacterial_leaf_blight,ADT45,55,False,
101798.jpg,bacterial_leaf_blight,ADT45,55,False,
101805.jpg,bacterial_leaf_blight,ADT45,55,False,
101888.jpg,bacterial_leaf_blight,ADT45,55,False,
102062.jpg,bacterial_leaf_blight,ADT45,55,False,
102117.jpg,bacterial_leaf_blight,ADT45,55,False,
102128.jpg,bacterial_leaf_blight,ADT45,55,False,
102130.jpg,bacterial_leaf_blight,ADT45,55,False,
102166.jpg,bacterial_leaf_blight,ADT45,55,False,
102167.jpg,bacterial_leaf_blight,ADT45,55,False,
102259.jpg,bacterial_leaf_blight,ADT45,55,False,
102475.jpg,bacterial_leaf_blight,ADT45,55,False,
102488.jpg,bacterial_leaf_blight,ADT45,55,False,
102544.jpg,bacterial_leaf_blight,ADT45,55,False,
102617.jpg,bacterial_leaf_blight,ADT45,55,False,
102738.jpg,bacterial_leaf_blight,ADT45,55,False,
102773.jpg,bacterial_leaf_blight,ADT45,55,False,
103313.jpg,bacterial_leaf_blight,ADT45,55,False,
103392.jpg,bacterial_leaf_blight,ADT45,55,False,
103606.jpg,bacterial_leaf_blight,ADT45,55,False,
103615.jpg,bacterial_leaf_blight,ADT45,55,False,
104092.jpg,bacterial_leaf_blight,ADT45,55,False,
104110.jpg,bacterial_leaf_blight,ADT45,55,False,
104271.jpg,bacterial_leaf_blight,ADT45,55,False,
104273.jpg,bacterial_leaf_blight,ADT45,55,False,
104316.jpg,bacterial_leaf_blight,ADT45,55,False,
104361.jpg,bacterial_leaf_blight,ADT45,55,False,
104432.jpg,bacterial_leaf_blight,ADT45,55,False,
104438.jpg,bacterial_leaf_blight,ADT45,55,False,
104439.jpg,bacterial_leaf_blight,ADT45,55,False,
104458.jpg,bacterial_leaf_blight,ADT45,55,False,
104518.jpg,bacterial_leaf_blight,ADT45,55,False,
104576.jpg,bacterial_leaf_blight,ADT45,55,False,
104605.jpg,bacterial_leaf_blight,ADT45,55,False,
104691.jpg,bacterial_leaf_blight,ADT45,55,False,
104704.jpg,bacterial_leaf_blight,ADT45,55,False,
104799.jpg,bacterial_leaf_blight,ADT45,55,False,
104819.jpg,bacterial_leaf_blight,ADT45,55,False,
104827.jpg,bacterial_leaf_blight,ADT45,55,False,
104842.jpg,bacterial_leaf_blight,ADT45,55,False,
104937.jpg,bacterial_leaf_blight,ADT45,55,False,
104942.jpg,bacterial_leaf_blight,ADT45,55,False,
104997.jpg,bacterial_leaf_blight,ADT45,55,False,
105008.jpg,bacterial_leaf_blight,ADT45,55,False,
105125.jpg,bacterial_leaf_blight,ADT45,55,False,
105416.jpg,bacterial_leaf_blight,ADT45,55,False,
105426.jpg,bacterial_leaf_blight,ADT45,55,False,
105429.jpg,bacterial_leaf_blight,ADT45,55,False,
105486.jpg,bacterial_leaf_blight,ADT45,55,False,
105544.jpg,bacterial_leaf_blight,ADT45,55,False,
105561.jpg,bacterial_leaf_blight,ADT45,55,False,
105851.jpg,bacterial_leaf_blight,ADT45,55,False,
105857.jpg,bacterial_leaf_blight,ADT45,55,False,
105948.jpg,bacterial_leaf_blight,ADT45,55,False,
106028.jpg,bacterial_leaf_blight,ADT45,55,False,
106141.jpg,bacterial_leaf_blight,ADT45,55,False,
106263.jpg,bacterial_leaf_blight,ADT45,55,False,
106272.jpg,bacterial_leaf_blight,ADT45,55,False,
106280.jpg,bacterial_leaf_blight,ADT45,55,False,
106292.jpg,bacterial_leaf_blight,ADT45,55,False,
106340.jpg,bacterial_leaf_blight,ADT45,55,False,
106395.jpg,bacterial_leaf_blight,ADT45,55,False,
106514.jpg,bacterial_leaf_blight,ADT45,55,False,
106629.jpg,bacterial_leaf_blight,ADT45,55,False,
106645.jpg,bacterial_leaf_blight,ADT45,55,False,
106934.jpg,bacterial_leaf_blight,ADT45,55,False,
107177.jpg,bacterial_leaf_blight,ADT45,55,False,
107178.jpg,bacterial_leaf_blight,ADT45,55,False,
107284.jpg,bacterial_leaf_blight,ADT45,55,False,
107296.jpg,bacterial_leaf_blight,ADT45,55,False,
107493.jpg,bacterial_leaf_blight,ADT45,55,False,
107619.jpg,bacterial_leaf_blight,ADT45,55,False,
107829.jpg,bacterial_leaf_blight,ADT45,55,False,
107998.jpg,bacterial_leaf_blight,ADT45,55,False,
108046.jpg,bacterial_leaf_blight,ADT45,55,False,
108078.jpg,bacterial_leaf_blight,ADT45,55,False,
108117.jpg,bacterial_leaf_blight,ADT45,55,False,
108199.jpg,bacterial_leaf_blight,ADT45,55,False,
108265.jpg,bacterial_leaf_blight,ADT45,55,False,
108340.jpg,bacterial_leaf_blight,ADT45,55,False,
108415.jpg,bacterial_leaf_blight,ADT45,55,False,
108422.jpg,bacterial_leaf_blight,ADT45,55,False,
108425.jpg,bacterial_leaf_blight,ADT45,55,False,
108631.jpg,bacterial_leaf_blight,ADT45,55,False,
108697.jpg,bacterial_leaf_blight,ADT45,55,False,
108876.jpg,bacterial_leaf_blight,ADT45,55,False,
108884.jpg,bacterial_leaf_blight,ADT45,55,False,
109021.jpg,bacterial_leaf_blight,ADT45,55,False,
109173.jpg,bacterial_leaf_blight,ADT45,55,False,
109196.jpg,bacterial_leaf_blight,ADT45,55,False,
109249.jpg,bacterial_leaf_blight,ADT45,55,False,
109360.jpg,bacterial_leaf_blight,ADT45,55,False,
109366.jpg,bacterial_leaf_blight,ADT45,55,False,
109440.jpg,bacterial_leaf_blight,ADT45,55,False,
109588.jpg,bacterial_leaf_blight,ADT45,55,False,
109635.jpg,bacterial_leaf_blight,ADT45,55,False,
109795.jpg,bacterial_leaf_blight,ADT45,55,False,
109995.jpg,bacterial_leaf_blight,ADT45,55,False,
110079.jpg,bacterial_leaf_blight,ADT45,55,False,
110392.jpg,bacterial_leaf_blight,ADT45,55,False,
110400.jpg,bacterial_leaf_blight,ADT45,55,False,
100234.jpg,bacterial_leaf_blight,ADT45,60,False,
101004.jpg,bacterial_leaf_blight,ADT45,60,False,
101553.jpg,bacterial_leaf_blight,ADT45,60,False,
101849.jpg,bacterial_leaf_blight,ADT45,60,False,
101979.jpg,bacterial_leaf_blight,ADT45,60,False,
103056.jpg,bacterial_leaf_blight,ADT45,60,False,
103458.jpg,bacterial_leaf_blight,ADT45,60,False,
104751.jpg,bacterial_leaf_blight,ADT45,60,False,
105059.jpg,bacterial_leaf_blight,ADT45,60,False,
105239.jpg,bacterial_leaf_blight,ADT45,60,False,
105477.jpg,bacterial_leaf_blight,ADT45,60,False,
106624.jpg,bacterial_leaf_blight,ADT45,60,False,
106964.jpg,bacterial_leaf_blight,ADT45,60,False,
107251.jpg,bacterial_leaf_blight,ADT45,60,False,
108257.jpg,bacterial_leaf_blight,ADT45,60,False,
108696.jpg,bacterial_leaf_blight,ADT45,60,False,
108828.jpg,bacterial_leaf_blight,ADT45,60,False,
108844.jpg,bacterial_leaf_blight,ADT45,60,False,
109520.jpg,bacterial_leaf_blight,ADT45,60,False,
109831.jpg,bacterial_leaf_blight,ADT45,60,False,
110022.jpg,bacterial_leaf_blight,ADT45,60,False,
110083.jpg,bacterial_leaf_blight,ADT45,60,False,
110213.jpg,bacterial_leaf_blight,ADT45,60,False,
100133.jpg,bacterial_leaf_blight,ADT45,65,False,
100169.jpg,bacterial_leaf_blight,ADT45,65,False,
100635.jpg,bacterial_leaf_blight,ADT45,65,False,
101394.jpg,bacterial_leaf_blight,ADT45,65,False,
101638.jpg,bacterial_leaf_blight,ADT45,65,False,
101731.jpg,bacterial_leaf_blight,ADT45,65,False,
102119.jpg,bacterial_leaf_blight,ADT45,65,False,
102420.jpg,bacterial_leaf_blight,ADT45,65,False,
102555.jpg,bacterial_leaf_blight,ADT45,65,False,
102560.jpg,bacterial_leaf_blight,ADT45,65,False,
102841.jpg,bacterial_leaf_blight,ADT45,65,False,
103097.jpg,bacterial_leaf_blight,ADT45,65,False,
103169.jpg,bacterial_leaf_blight,ADT45,65,False,
103319.jpg,bacterial_leaf_blight,ADT45,65,False,
103323.jpg,bacterial_leaf_blight,ADT45,65,False,
104106.jpg,bacterial_leaf_blight,ADT45,65,False,
104175.jpg,bacterial_leaf_blight,ADT45,65,False,
104732.jpg,bacterial_leaf_blight,ADT45,65,False,
105570.jpg,bacterial_leaf_blight,ADT45,65,False,
105675.jpg,bacterial_leaf_blight,ADT45,65,False,
105852.jpg,bacterial_leaf_blight,ADT45,65,False,
105993.jpg,bacterial_leaf_blight,ADT45,65,False,
107254.jpg,bacterial_leaf_blight,ADT45,65,False,
108183.jpg,bacterial_leaf_blight,ADT45,65,False,
109304.jpg,bacterial_leaf_blight,ADT45,65,False,
101467.jpg,bacterial_leaf_blight,ADT45,68,False,
101652.jpg,bacterial_leaf_blight,ADT45,68,False,
102639.jpg,bacterial_leaf_blight,ADT45,68,False,
102648.jpg,bacterial_leaf_blight,ADT45,68,False,
102659.jpg,bacterial_leaf_blight,ADT45,68,False,
103686.jpg,bacterial_leaf_blight,ADT45,68,False,
104053.jpg,bacterial_leaf_blight,ADT45,68,False,
104086.jpg,bacterial_leaf_blight,ADT45,68,False,
104430.jpg,bacterial_leaf_blight,ADT45,68,False,
104657.jpg,bacterial_leaf_blight,ADT45,68,False,
104697.jpg,bacterial_leaf_blight,ADT45,68,False,
105180.jpg,bacterial_leaf_blight,ADT45,68,False,
105250.jpg,bacterial_leaf_blight,ADT45,68,False,
106232.jpg,bacterial_leaf_blight,ADT45,68,False,
107466.jpg,bacterial_leaf_blight,ADT45,68,False,
109219.jpg,bacterial_leaf_blight,ADT45,68,False,
109324.jpg,bacterial_leaf_blight,ADT45,68,False,
100162.jpg,bacterial_leaf_blight,ADT45,70,False,
101391.jpg,bacterial_leaf_blight,ADT45,70,False,
101933.jpg,bacterial_leaf_blight,ADT45,70,False,
103107.jpg,bacterial_leaf_blight,ADT45,70,False,
104347.jpg,bacterial_leaf_blight,ADT45,70,False,
104752.jpg,bacterial_leaf_blight,ADT45,70,False,
106861.jpg,bacterial_leaf_blight,ADT45,70,False,
107021.jpg,bacterial_leaf_blight,ADT45,70,False,
107547.jpg,bacterial_leaf_blight,ADT45,70,False,
108855.jpg,bacterial_leaf_blight,ADT45,70,False,
100023.jpg,bacterial_leaf_blight,ADT45,72,False,
100126.jpg,bacterial_leaf_blight,ADT45,72,False,
100268.jpg,bacterial_leaf_blight,ADT45,72,False,
100542.jpg,bacterial_leaf_blight,ADT45,72,False,
100623.jpg,bacterial_leaf_blight,ADT45,72,False,
100649.jpg,bacterial_leaf_blight,ADT45,72,False,
100709.jpg,bacterial_leaf_blight,ADT45,72,False,
100733.jpg,bacterial_leaf_blight,ADT45,72,False,
100883.jpg,bacterial_leaf_blight,ADT45,72,False,
100925.jpg,bacterial_leaf_blight,ADT45,72,False,
100956.jpg,bacterial_leaf_blight,ADT45,72,False,
100982.jpg,bacterial_leaf_blight,ADT45,72,False,
100998.jpg,bacterial_leaf_blight,ADT45,72,False,
101013.jpg,bacterial_leaf_blight,ADT45,72,False,
101355.jpg,bacterial_leaf_blight,ADT45,72,False,
101473.jpg,bacterial_leaf_blight,ADT45,72,False,
101544.jpg,bacterial_leaf_blight,ADT45,72,False,
101647.jpg,bacterial_leaf_blight,ADT45,72,False,
101659.jpg,bacterial_leaf_blight,ADT45,72,False,
101718.jpg,bacterial_leaf_blight,ADT45,72,False,
101761.jpg,bacterial_leaf_blight,ADT45,72,False,
101768.jpg,bacterial_leaf_blight,ADT45,72,False,
101800.jpg,bacterial_leaf_blight,ADT45,72,False,
101809.jpg,bacterial_leaf_blight,ADT45,72,False,
101818.jpg,bacterial_leaf_blight,ADT45,72,False,
101938.jpg,bacterial_leaf_blight,ADT45,72,False,
101995.jpg,bacterial_leaf_blight,ADT45,72,False,
102038.jpg,bacterial_leaf_blight,ADT45,72,False,
102106.jpg,bacterial_leaf_blight,ADT45,72,False,
102127.jpg,bacterial_leaf_blight,ADT45,72,False,
102238.jpg,bacterial_leaf_blight,ADT45,72,False,
102314.jpg,bacterial_leaf_blight,ADT45,72,False,
102323.jpg,bacterial_leaf_blight,ADT45,72,False,
102338.jpg,bacterial_leaf_blight,ADT45,72,False,
102427.jpg,bacterial_leaf_blight,ADT45,72,False,
102516.jpg,bacterial_leaf_blight,ADT45,72,False,
102582.jpg,bacterial_leaf_blight,ADT45,72,False,
102835.jpg,bacterial_leaf_blight,ADT45,72,False,
102902.jpg,bacterial_leaf_blight,ADT45,72,False,
103033.jpg,bacterial_leaf_blight,ADT45,72,False,
103048.jpg,bacterial_leaf_blight,ADT45,72,False,
103070.jpg,bacterial_leaf_blight,ADT45,72,False,
103174.jpg,bacterial_leaf_blight,ADT45,72,False,
103276.jpg,bacterial_leaf_blight,ADT45,72,False,
103344.jpg,bacterial_leaf_blight,ADT45,72,False,
103355.jpg,bacterial_leaf_blight,ADT45,72,False,
103357.jpg,bacterial_leaf_blight,ADT45,72,False,
103380.jpg,bacterial_leaf_blight,ADT45,72,False,
103389.jpg,bacterial_leaf_blight,ADT45,72,False,
103447.jpg,bacterial_leaf_blight,ADT45,72,False,
103487.jpg,bacterial_leaf_blight,ADT45,72,False,
103500.jpg,bacterial_leaf_blight,ADT45,72,False,
103629.jpg,bacterial_leaf_blight,ADT45,72,False,
103637.jpg,bacterial_leaf_blight,ADT45,72,False,
103679.jpg,bacterial_leaf_blight,ADT45,72,False,
103923.jpg,bacterial_leaf_blight,ADT45,72,False,
104055.jpg,bacterial_leaf_blight,ADT45,72,False,
104324.jpg,bacterial_leaf_blight,ADT45,72,False,
104401.jpg,bacterial_leaf_blight,ADT45,72,False,
104428.jpg,bacterial_leaf_blight,ADT45,72,False,
104494.jpg,bacterial_leaf_blight,ADT45,72,False,
104535.jpg,bacterial_leaf_blight,ADT45,72,False,
104635.jpg,bacterial_leaf_blight,ADT45,72,False,
104639.jpg,bacterial_leaf_blight,ADT45,72,False,
105031.jpg,bacterial_leaf_blight,ADT45,72,False,
105151.jpg,bacterial_leaf_blight,ADT45,72,False,
105236.jpg,bacterial_leaf_blight,ADT45,72,False,
105255.jpg,bacterial_leaf_blight,ADT45,72,False,
105272.jpg,bacterial_leaf_blight,ADT45,72,False,
105306.jpg,bacterial_leaf_blight,ADT45,72,False,
105324.jpg,bacterial_leaf_blight,ADT45,72,False,
105374.jpg,bacterial_leaf_blight,ADT45,72,False,
105532.jpg,bacterial_leaf_blight,ADT45,72,False,
105623.jpg,bacterial_leaf_blight,ADT45,72,False,
105677.jpg,bacterial_leaf_blight,ADT45,72,False,
105823.jpg,bacterial_leaf_blight,ADT45,72,False,
105979.jpg,bacterial_leaf_blight,ADT45,72,False,
106005.jpg,bacterial_leaf_blight,ADT45,72,False,
106016.jpg,bacterial_leaf_blight,ADT45,72,False,
106092.jpg,bacterial_leaf_blight,ADT45,72,False,
106202.jpg,bacterial_leaf_blight,ADT45,72,False,
106295.jpg,bacterial_leaf_blight,ADT45,72,False,
106388.jpg,bacterial_leaf_blight,ADT45,72,False,
106413.jpg,bacterial_leaf_blight,ADT45,72,False,
106510.jpg,bacterial_leaf_blight,ADT45,72,False,
106545.jpg,bacterial_leaf_blight,ADT45,72,False,
106615.jpg,bacterial_leaf_blight,ADT45,72,False,
106713.jpg,bacterial_leaf_blight,ADT45,72,False,
106754.jpg,bacterial_leaf_blight,ADT45,72,False,
106760.jpg,bacterial_leaf_blight,ADT45,72,False,
106794.jpg,bacterial_leaf_blight,ADT45,72,False,
106811.jpg,bacterial_leaf_blight,ADT45,72,False,
106812.jpg,bacterial_leaf_blight,ADT45,72,False,
106916.jpg,bacterial_leaf_blight,ADT45,72,False,
106949.jpg,bacterial_leaf_blight,ADT45,72,False,
107036.jpg,bacterial_leaf_blight,ADT45,72,False,
107162.jpg,bacterial_leaf_blight,ADT45,72,False,
107274.jpg,bacterial_leaf_blight,ADT45,72,False,
107326.jpg,bacterial_leaf_blight,ADT45,72,False,
107472.jpg,bacterial_leaf_blight,ADT45,72,False,
107474.jpg,bacterial_leaf_blight,ADT45,72,False,
107532.jpg,bacterial_leaf_blight,ADT45,72,False,
107533.jpg,bacterial_leaf_blight,ADT45,72,False,
107592.jpg,bacterial_leaf_blight,ADT45,72,False,
107617.jpg,bacterial_leaf_blight,ADT45,72,False,
107761.jpg,bacterial_leaf_blight,ADT45,72,False,
107844.jpg,bacterial_leaf_blight,ADT45,72,False,
107863.jpg,bacterial_leaf_blight,ADT45,72,False,
107873.jpg,bacterial_leaf_blight,ADT45,72,False,
107904.jpg,bacterial_leaf_blight,ADT45,72,False,
107979.jpg,bacterial_leaf_blight,ADT45,72,False,
108039.jpg,bacterial_leaf_blight,ADT45,72,False,
108056.jpg,bacterial_leaf_blight,ADT45,72,False,
108129.jpg,bacterial_leaf_blight,ADT45,72,False,
108231.jpg,bacterial_leaf_blight,ADT45,72,False,
108429.jpg,bacterial_leaf_blight,ADT45,72,False,
108487.jpg,bacterial_leaf_blight,ADT45,72,False,
108522.jpg,bacterial_leaf_blight,ADT45,72,False,
108526.jpg,bacterial_leaf_blight,ADT45,72,False,
108533.jpg,bacterial_leaf_blight,ADT45,72,False,
108552.jpg,bacterial_leaf_blight,ADT45,72,False,
108668.jpg,bacterial_leaf_blight,ADT45,72,False,
108725.jpg,bacterial_leaf_blight,ADT45,72,False,
108796.jpg,bacterial_leaf_blight,ADT45,72,False,
108929.jpg,bacterial_leaf_blight,ADT45,72,False,
108976.jpg,bacterial_leaf_blight,ADT45,72,False,
109067.jpg,bacterial_leaf_blight,ADT45,72,False,
109115.jpg,bacterial_leaf_blight,ADT45,72,False,
109320.jpg,bacterial_leaf_blight,ADT45,72,False,
109372.jpg,bacterial_leaf_blight,ADT45,72,False,
109428.jpg,bacterial_leaf_blight,ADT45,72,False,
109460.jpg,bacterial_leaf_blight,ADT45,72,False,
109669.jpg,bacterial_leaf_blight,ADT45,72,False,
109673.jpg,bacterial_leaf_blight,ADT45,72,False,
109674.jpg,bacterial_leaf_blight,ADT45,72,False,
109768.jpg,bacterial_leaf_blight,ADT45,72,False,
109870.jpg,bacterial_leaf_blight,ADT45,72,False,
109905.jpg,bacterial_leaf_blight,ADT45,72,False,
109910.jpg,bacterial_leaf_blight,ADT45,72,False,
109975.jpg,bacterial_leaf_blight,ADT45,72,False,
110292.jpg,bacterial_leaf_blight,ADT45,72,False,
110320.jpg,bacterial_leaf_blight,ADT45,72,False,
100516.jpg,bacterial_leaf_blight,IR20,50,False,
102940.jpg,bacterial_leaf_blight,IR20,50,False,
103230.jpg,bacterial_leaf_blight,IR20,50,False,
104448.jpg,bacterial_leaf_blight,IR20,50,False,
104776.jpg,bacterial_leaf_blight,IR20,50,False,
104778.jpg,bacterial_leaf_blight,IR20,50,False,
105014.jpg,bacterial_leaf_blight,IR20,50,False,
106562.jpg,bacterial_leaf_blight,IR20,50,False,
107643.jpg,bacterial_leaf_blight,IR20,50,False,
109289.jpg,bacterial_leaf_blight,IR20,50,False,
101593.jpg,bacterial_leaf_blight,KarnatakaPonni,50,False,
101649.jpg,bacterial_leaf_blight,KarnatakaPonni,50,False,
102817.jpg,bacterial_leaf_blight,KarnatakaPonni,50,False,
105209.jpg,bacterial_leaf_blight,KarnatakaPonni,50,False,
105521.jpg,bacterial_leaf_blight,KarnatakaPonni,50,False,
107104.jpg,bacterial_leaf_blight,KarnatakaPonni,50,False,
107907.jpg,bacterial_leaf_blight,KarnatakaPonni,50,False,
109940.jpg,bacterial_leaf_blight,KarnatakaPonni,50,False,
110277.jpg,bacterial_leaf_blight,KarnatakaPonni,50,False,
101886.jpg,bacterial_leaf_blight,Onthanel,70,False,
102071.jpg,bacterial_leaf_blight,Onthanel,70,False,
103187.jpg,bacterial_leaf_blight,Onthanel,70,False,
105648.jpg,bacterial_leaf_blight,Onthanel,70,False,
100148.jpg,bacterial_leaf_blight,Ponni,47,False,
100248.jpg,bacterial_leaf_blight,Ponni,47,False,
100445.jpg,bacterial_leaf_blight,Ponni,47,False,
100582.jpg,bacterial_leaf_blight,Ponni,47,False,
100653.jpg,bacterial_leaf_blight,Ponni,47,False,
100681.jpg,bacterial_leaf_blight,Ponni,47,False,
100760.jpg,bacterial_leaf_blight,Ponni,47,False,
101530.jpg,bacterial_leaf_blight,Ponni,47,False,
101676.jpg,bacterial_leaf_blight,Ponni,47,False,
101857.jpg,bacterial_leaf_blight,Ponni,47,False,
102890.jpg,bacterial_leaf_blight,Ponni,47,False,
103205.jpg,bacterial_leaf_blight,Ponni,47,False,
104018.jpg,bacterial_leaf_blight,Ponni,47,False,
104532.jpg,bacterial_leaf_blight,Ponni,47,False,
105046.jpg,bacterial_leaf_blight,Ponni,47,False,
105522.jpg,bacterial_leaf_blight,Ponni,47,False,
106599.jpg,bacterial_leaf_blight,Ponni,47,False,
106938.jpg,bacterial_leaf_blight,Ponni,47,False,
107064.jpg,bacterial_leaf_blight,Ponni,47,False,
107423.jpg,bacterial_leaf_blight,Ponni,47,False,
108005.jpg,bacterial_leaf_blight,Ponni,47,False,
108150.jpg,bacterial_leaf_blight,Ponni,47,False,
108765.jpg,bacterial_leaf_blight,Ponni,47,False,
108974.jpg,bacterial_leaf_blight,Ponni,47,False,
109121.jpg,bacterial_leaf_blight,Ponni,47,False,
109315.jpg,bacterial_leaf_blight,Ponni,47,False,
109375.jpg,bacterial_leaf_blight,Ponni,47,False,
109666.jpg,bacterial_leaf_blight,Ponni,47,False,
109785.jpg,bacterial_leaf_blight,Ponni,47,False,
109844.jpg,bacterial_leaf_blight,Ponni,47,False,
109972.jpg,bacterial_leaf_blight,Ponni,47,False,
110204.jpg,bacterial_leaf_blight,Ponni,47,False,
110234.jpg,bacterial_leaf_blight,Ponni,47,False,
110315.jpg,bacterial_leaf_blight,Ponni,47,False,
104690.jpg,bacterial_leaf_blight,Surya,45,False,
107594.jpg,bacterial_leaf_blight,Surya,45,False,
101428.jpg,bacterial_leaf_blight,Zonal,70,False,
101812.jpg,bacterial_leaf_blight,Zonal,70,False,
102935.jpg,bacterial_leaf_blight,Zonal,70,False,
103177.jpg,bacterial_leaf_blight,Zonal,70,False,
106142.jpg,bacterial_leaf_blight,Zonal,70,False,
106419.jpg,bacterial_leaf_blight,Zonal,70,False,
106698.jpg,bacterial_leaf_blight,Zonal,70,False,
106853.jpg,bacterial_leaf_blight,Zonal,70,False,
108018.jpg,bacterial_leaf_blight,Zonal,70,False,
108102.jpg,bacterial_leaf_blight,Zonal,70,False,
109214.jpg,bacterial_leaf_blight,Zonal,70,False,
100553.jpg,bacterial_leaf_streak,ADT45,55,False,
100593.jpg,bacterial_leaf_streak,ADT45,55,False,
101023.jpg,bacterial_leaf_streak,ADT45,55,False,
101611.jpg,bacterial_leaf_streak,ADT45,55,False,
101786.jpg,bacterial_leaf_streak,ADT45,55,False,
101806.jpg,bacterial_leaf_streak,ADT45,55,False,
101931.jpg,bacterial_leaf_streak,ADT45,55,False,
102056.jpg,bacterial_leaf_streak,ADT45,55,False,
105564.jpg,bacterial_leaf_streak,ADT45,55,False,
105580.jpg,bacterial_leaf_streak,ADT45,55,False,
105584.jpg,bacterial_leaf_streak,ADT45,55,False,
105603.jpg,bacterial_leaf_streak,ADT45,55,False,
106586.jpg,bacterial_leaf_streak,ADT45,55,False,
107113.jpg,bacterial_leaf_streak,ADT45,55,False,
107749.jpg,bacterial_leaf_streak,ADT45,55,False,
107956.jpg,bacterial_leaf_streak,ADT45,55,False,
108466.jpg,bacterial_leaf_streak,ADT45,55,False,
109138.jpg,bacterial_leaf_streak,ADT45,55,False,
